Date,Oxygen saturation(%),Time REM(hr),Time asleep(hr),Time awake(hr),Time core(hr),Time deep(hr),Time in bed(hr)
2023-03-26 23:01:38 - 2023-03-27 05:50:00,,,,,,,6.806
2023-03-26 23:03:26,1.000,,,,,,
2023-03-26 23:34:44,1.000,,,,,,
2023-03-27 00:04:49,0.970,,,,,,
2023-03-27 00:34:48,1.000,,,,,,
2023-03-27 01:36:52 - 2023-03-27 01:57:22,,,,,0.342,,
2023-03-27 01:36:52 - 2023-03-27 06:33:52,,,,,,,4.950
2023-03-27 01:57:22 - 2023-03-27 02:47:22,,,,,,0.833,
2023-03-27 02:05:20,0.910,,,,,,
2023-03-27 02:35:20,0.910,,,,,,
2023-03-27 02:47:22 - 2023-03-27 02:48:22,,,,,0.017,,
2023-03-27 02:48:22 - 2023-03-27 02:57:52,,0.158,,,,,
2023-03-27 02:57:52 - 2023-03-27 04:02:22,,,,,1.075,,
2023-03-27 03:05:59,0.930,,,,,,
2023-03-27 04:02:22 - 2023-03-27 04:35:52,,0.558,,,,,
2023-03-27 04:06:00,0.930,,,,,,
2023-03-27 04:35:52 - 2023-03-27 05:57:22,,,,,1.358,,
2023-03-27 05:57:22 - 2023-03-27 06:29:22,,0.533,,,,,
2023-03-27 06:23:19,0.950,,,,,,
2023-03-27 06:29:22 - 2023-03-27 06:33:52,,,,,0.075,,
2023-03-27 11:47:51,0.950,,,,,,
2023-03-27 11:48:17,0.960,,,,,,
2023-03-27 14:02:37,0.810,,,,,,
2023-03-27 17:56:55,0.960,,,,,,
2023-03-27 22:52:21 - 2023-03-28 05:36:43,,,,,,,6.739
2023-03-27 23:16:38 - 2023-03-27 23:34:08,,,,,0.292,,
2023-03-27 23:16:38 - 2023-03-28 00:17:08,,,,,,,1.008
2023-03-27 23:24:47,1.000,,,,,,
2023-03-27 23:34:08 - 2023-03-28 00:17:08,,,,,,0.717,
2023-03-27 23:54:47,0.930,,,,,,
2023-03-28 00:17:08 - 2023-03-28 00:18:08,,,,0.017,,,
2023-03-28 00:18:08 - 2023-03-28 01:06:38,,,,,0.808,,
2023-03-28 00:18:08 - 2023-03-28 02:28:38,,,,,,,2.175
2023-03-28 01:06:38 - 2023-03-28 01:22:38,,,,,,0.267,
2023-03-28 01:22:38 - 2023-03-28 01:31:38,,,,,0.150,,
2023-03-28 01:25:01,0.970,,,,,,
2023-03-28 01:31:38 - 2023-03-28 01:56:38,,0.417,,,,,
2023-03-28 01:56:38 - 2023-03-28 02:28:38,,,,,0.533,,
2023-03-28 02:28:38 - 2023-03-28 02:30:08,,,,0.025,,,
2023-03-28 02:30:08 - 2023-03-28 02:32:38,,,,,0.042,,0.042
2023-03-28 02:32:38 - 2023-03-28 02:33:38,,,,0.017,,,
2023-03-28 02:33:38 - 2023-03-28 03:05:08,,,,,0.525,,
2023-03-28 02:33:38 - 2023-03-28 03:23:38,,,,,,,0.833
2023-03-28 03:05:08 - 2023-03-28 03:23:38,,,,,,0.308,
2023-03-28 03:23:38 - 2023-03-28 03:25:08,,,,0.025,,,
2023-03-28 03:25:08 - 2023-03-28 04:41:38,,,,,1.275,,
2023-03-28 03:25:08 - 2023-03-28 05:24:08,,,,,,,1.983
2023-03-28 03:32:53,0.910,,,,,,
2023-03-28 04:03:31,0.960,,,,,,
2023-03-28 04:33:32,0.970,,,,,,
2023-03-28 04:41:38 - 2023-03-28 05:24:08,,0.708,,,,,
2023-03-28 05:08:05,1.000,,,,,,
2023-03-28 05:24:08 - 2023-03-28 05:25:08,,,,0.017,,,
2023-03-28 05:25:08 - 2023-03-28 05:33:08,,,,,0.133,,
2023-03-28 05:25:08 - 2023-03-28 05:34:08,,,,,,,0.150
2023-03-28 05:33:08 - 2023-03-28 05:34:08,,0.017,,,,,
2023-03-28 05:38:04 - 2023-03-28 05:40:18,,,,,,,0.037
2023-03-28 05:38:04 - 2023-03-28 05:40:25,,,,,,,0.039
2023-03-28 08:44:27,0.970,,,,,,
2023-03-28 14:03:21,0.980,,,,,,
2023-03-28 23:27:33 - 2023-03-28 23:29:57,,,,,,,0.040
2023-03-28 23:33:01 - 2023-03-29 05:50:00,,,,,,,6.283
2023-03-28 23:35:51,1.000,,,,,,
2023-03-29 00:05:52,0.980,,,,,,
2023-03-29 01:02:37 - 2023-03-29 01:09:07,,,,,0.108,,0.108
2023-03-29 01:09:07 - 2023-03-29 01:13:07,,,,0.067,,,
2023-03-29 01:13:07 - 2023-03-29 01:14:07,,,,,0.017,,0.017
2023-03-29 01:14:07 - 2023-03-29 01:15:07,,,,0.017,,,
2023-03-29 01:15:07 - 2023-03-29 01:36:37,,,,,0.358,,
2023-03-29 01:15:07 - 2023-03-29 03:10:37,,,,,,,1.925
2023-03-29 01:36:37 - 2023-03-29 02:10:07,,,,,,0.558,
2023-03-29 02:10:07 - 2023-03-29 02:15:07,,,,,0.083,,
2023-03-29 02:15:07 - 2023-03-29 02:39:37,,0.408,,,,,
2023-03-29 02:21:54,0.910,,,,,,
2023-03-29 02:39:37 - 2023-03-29 03:02:07,,,,,0.375,,
2023-03-29 02:55:42,0.890,,,,,,
2023-03-29 03:02:07 - 2023-03-29 03:10:37,,,,,,0.142,
2023-03-29 03:10:37 - 2023-03-29 03:11:07,,,,0.008,,,
2023-03-29 03:11:07 - 2023-03-29 03:29:07,,,,,0.300,,
2023-03-29 03:11:07 - 2023-03-29 05:47:37,,,,,,,2.608
2023-03-29 03:25:43,0.890,,,,,,
2023-03-29 03:29:07 - 2023-03-29 03:41:37,,,,,,0.208,
2023-03-29 03:41:37 - 2023-03-29 03:53:37,,,,,0.200,,
2023-03-29 03:53:37 - 2023-03-29 03:56:07,,0.042,,,,,
2023-03-29 03:56:07 - 2023-03-29 03:59:07,,,,,0.050,,
2023-03-29 03:59:07 - 2023-03-29 04:00:37,,0.025,,,,,
2023-03-29 04:00:37 - 2023-03-29 04:56:07,,,,,0.925,,
2023-03-29 04:56:07 - 2023-03-29 05:22:37,,0.442,,,,,
2023-03-29 05:02:47,0.880,,,,,,
2023-03-29 05:22:37 - 2023-03-29 05:25:07,,,,,0.042,,
2023-03-29 05:25:07 - 2023-03-29 05:32:37,,0.125,,,,,
2023-03-29 05:32:37 - 2023-03-29 05:47:37,,,,,0.250,,
2023-03-29 09:50:02,0.870,,,,,,
2023-03-29 12:45:21,0.940,,,,,,
2023-03-29 13:37:03,0.940,,,,,,
2023-03-29 22:42:41 - 2023-03-30 05:50:00,,,,,,,7.122
2023-03-29 22:50:31,0.970,,,,,,
2023-03-29 23:20:32,0.950,,,,,,
2023-03-29 23:46:58 - 2023-03-29 23:59:28,,,,,0.208,,
2023-03-29 23:46:58 - 2023-03-30 03:59:28,,,,,,,4.208
2023-03-29 23:59:28 - 2023-03-30 00:50:58,,,,,,0.858,
2023-03-30 00:50:58 - 2023-03-30 00:59:58,,,,,0.150,,
2023-03-30 00:52:56,0.950,,,,,,
2023-03-30 00:59:58 - 2023-03-30 01:12:28,,0.208,,,,,
2023-03-30 01:12:28 - 2023-03-30 02:14:58,,,,,1.042,,
2023-03-30 01:51:56,0.960,,,,,,
2023-03-30 02:14:58 - 2023-03-30 02:37:58,,0.383,,,,,
2023-03-30 02:22:19,0.950,,,,,,
2023-03-30 02:37:58 - 2023-03-30 03:56:28,,,,,1.308,,
2023-03-30 03:22:20,0.910,,,,,,
2023-03-30 03:56:28 - 2023-03-30 03:59:28,,0.050,,,,,
2023-03-30 03:59:28 - 2023-03-30 04:01:28,,,,0.033,,,
2023-03-30 04:01:28 - 2023-03-30 04:02:58,,,,,0.025,,
2023-03-30 04:01:28 - 2023-03-30 05:32:58,,,,,,,1.525
2023-03-30 04:02:58 - 2023-03-30 04:32:28,,0.492,,,,,
2023-03-30 04:22:21,0.940,,,,,,
2023-03-30 04:32:28 - 2023-03-30 05:21:58,,,,,0.825,,
2023-03-30 04:52:22,0.940,,,,,,
2023-03-30 05:21:58 - 2023-03-30 05:25:58,,0.067,,,,,
2023-03-30 05:25:58 - 2023-03-30 05:26:28,,,,,0.008,,
2023-03-30 05:26:28 - 2023-03-30 05:32:58,,0.108,,,,,
2023-03-30 05:32:58 - 2023-03-30 05:33:28,,,,0.008,,,
2023-03-30 05:33:28 - 2023-03-30 05:36:28,,,,,0.050,,
2023-03-30 05:33:28 - 2023-03-30 05:43:28,,,,,,,0.167
2023-03-30 05:36:28 - 2023-03-30 05:43:28,,0.117,,,,,
2023-03-30 05:43:28 - 2023-03-30 05:43:58,,,,0.008,,,
2023-03-30 05:43:58 - 2023-03-30 05:44:58,,,,,0.017,,
2023-03-30 05:43:58 - 2023-03-30 07:10:58,,,,,,,1.450
2023-03-30 05:44:58 - 2023-03-30 05:51:58,,0.117,,,,,
2023-03-30 05:51:58 - 2023-03-30 06:47:58,,,,,0.933,,
2023-03-30 05:56:16,0.930,,,,,,
2023-03-30 06:47:58 - 2023-03-30 06:48:58,,0.017,,,,,
2023-03-30 06:48:58 - 2023-03-30 06:49:28,,,,,0.008,,
2023-03-30 06:49:28 - 2023-03-30 07:10:58,,0.358,,,,,
2023-03-30 07:10:58 - 2023-03-30 07:11:28,,,,0.008,,,
2023-03-30 07:11:28 - 2023-03-30 07:52:58,,,,,0.692,,0.692
2023-03-30 07:52:58 - 2023-03-30 07:53:28,,,,0.008,,,
2023-03-30 07:53:28 - 2023-03-30 08:15:58,,,,,0.375,,
2023-03-30 07:53:28 - 2023-03-30 08:24:28,,,,,,,0.517
2023-03-30 08:15:29,0.980,,,,,,
2023-03-30 08:15:58 - 2023-03-30 08:24:28,,0.142,,,,,
2023-03-30 08:24:28 - 2023-03-30 08:28:28,,,,0.067,,,
2023-03-30 08:28:28 - 2023-03-30 09:13:58,,,,,0.758,,0.758
2023-03-30 08:45:30,0.930,,,,,,
2023-03-30 09:13:58 - 2023-03-30 09:14:28,,,,0.008,,,
2023-03-30 09:14:28 - 2023-03-30 09:23:28,,,,,0.150,,0.150
2023-03-30 09:15:31,0.890,,,,,,
2023-03-30 09:23:28 - 2023-03-30 09:24:28,,,,0.017,,,
2023-03-30 09:24:28 - 2023-03-30 09:29:28,,,,,0.083,,
2023-03-30 09:24:28 - 2023-03-30 09:36:28,,,,,,,0.200
2023-03-30 09:29:28 - 2023-03-30 09:36:28,,0.117,,,,,
2023-03-30 09:36:28 - 2023-03-30 09:37:28,,,,0.017,,,
2023-03-30 09:37:28 - 2023-03-30 09:52:58,,0.258,,,,,
2023-03-30 09:37:28 - 2023-03-30 10:45:58,,,,,,,1.142
2023-03-30 09:45:31,0.920,,,,,,
2023-03-30 09:52:58 - 2023-03-30 10:45:58,,,,,0.883,,
2023-03-30 10:15:32,0.920,,,,,,
2023-03-30 10:45:33,0.930,,,,,,
2023-03-30 22:00:00 - 2023-03-31 05:50:00,,,,,,,7.833
2023-03-30 22:11:49 - 2023-03-30 22:48:49,,,,,0.617,,
2023-03-30 22:11:49 - 2023-03-31 00:04:19,,,,,,,1.875
2023-03-30 22:17:21,0.950,,,,,,
2023-03-30 22:48:49 - 2023-03-30 23:00:49,,,,,,0.200,
2023-03-30 23:00:49 - 2023-03-30 23:08:19,,,,,0.125,,
2023-03-30 23:08:19 - 2023-03-30 23:14:49,,,,,,0.108,
2023-03-30 23:14:49 - 2023-03-30 23:20:19,,,,,0.092,,
2023-03-30 23:16:52,0.890,,,,,,
2023-03-30 23:20:19 - 2023-03-30 23:39:19,,0.317,,,,,
2023-03-30 23:39:19 - 2023-03-30 23:51:19,,,,,0.200,,
2023-03-30 23:51:19 - 2023-03-31 00:04:19,,,,,,0.217,
2023-03-31 00:04:19 - 2023-03-31 00:06:19,,,,0.033,,,
2023-03-31 00:06:19 - 2023-03-31 00:31:19,,,,,0.417,,
2023-03-31 00:06:19 - 2023-03-31 01:16:49,,,,,,,1.175
2023-03-31 00:31:19 - 2023-03-31 00:53:49,,,,,,0.375,
2023-03-31 00:53:49 - 2023-03-31 01:16:49,,,,,0.383,,
2023-03-31 01:16:49 - 2023-03-31 01:18:49,,,,0.033,,,
2023-03-31 01:18:49 - 2023-03-31 01:59:19,,,,,0.675,,
2023-03-31 01:18:49 - 2023-03-31 02:09:49,,,,,,,0.850
2023-03-31 01:26:51,0.900,,,,,,
2023-03-31 01:59:19 - 2023-03-31 02:09:49,,0.175,,,,,
2023-03-31 02:09:49 - 2023-03-31 02:10:19,,,,0.008,,,
2023-03-31 02:10:19 - 2023-03-31 02:13:49,,,,,0.058,,
2023-03-31 02:10:19 - 2023-03-31 04:21:49,,,,,,,2.192
2023-03-31 02:13:49 - 2023-03-31 02:54:19,,0.675,,,,,
2023-03-31 02:26:52,0.890,,,,,,
2023-03-31 02:54:19 - 2023-03-31 03:52:19,,,,,0.967,,
2023-03-31 02:56:53,0.920,,,,,,
2023-03-31 03:26:54,0.930,,,,,,
2023-03-31 03:52:19 - 2023-03-31 04:04:49,,0.208,,,,,
2023-03-31 04:04:49 - 2023-03-31 04:21:49,,,,,0.283,,
2023-03-31 04:21:49 - 2023-03-31 04:25:19,,,,0.058,,,
2023-03-31 04:25:19 - 2023-03-31 04:29:49,,,,,0.075,,0.075
2023-03-31 04:29:49 - 2023-03-31 04:30:49,,,,0.017,,,
2023-03-31 04:30:49 - 2023-03-31 04:39:49,,,,,0.150,,0.150
2023-03-31 04:39:49 - 2023-03-31 04:40:19,,,,0.008,,,
2023-03-31 04:40:19 - 2023-03-31 04:41:49,,,,,0.025,,0.025
2023-03-31 04:41:49 - 2023-03-31 04:42:49,,,,0.017,,,
2023-03-31 04:42:49 - 2023-03-31 04:47:19,,,,,0.075,,0.075
2023-03-31 04:47:19 - 2023-03-31 04:48:19,,,,0.017,,,
2023-03-31 04:48:19 - 2023-03-31 04:49:49,,,,,0.025,,0.025
2023-03-31 04:49:49 - 2023-03-31 04:50:49,,,,0.017,,,
2023-03-31 04:50:49 - 2023-03-31 05:52:19,,,,,1.025,,1.025
2023-03-31 04:56:56,0.940,,,,,,
2023-03-31 05:26:56,0.940,,,,,,
2023-03-31 05:52:19 - 2023-03-31 05:53:49,,,,0.025,,,
2023-03-31 05:53:49 - 2023-03-31 05:54:49,,,,,0.017,,0.017
2023-03-31 05:54:49 - 2023-03-31 05:59:19,,,,0.075,,,
2023-03-31 05:56:57,0.990,,,,,,
2023-03-31 05:59:19 - 2023-03-31 06:09:19,,,,,0.167,,
2023-03-31 05:59:19 - 2023-03-31 06:48:49,,,,,,,0.825
2023-03-31 06:09:19 - 2023-03-31 06:48:49,,0.658,,,,,
2023-03-31 06:48:49 - 2023-03-31 06:49:49,,,,0.017,,,
2023-03-31 06:49:49 - 2023-03-31 06:54:19,,,,,0.075,,
2023-03-31 06:49:49 - 2023-03-31 06:56:19,,,,,,,0.108
2023-03-31 06:54:19 - 2023-03-31 06:55:49,,0.025,,,,,
2023-03-31 06:55:49 - 2023-03-31 06:56:19,,,,,0.008,,
2023-03-31 06:56:19 - 2023-03-31 06:57:49,,,,0.025,,,
2023-03-31 06:56:58,0.930,,,,,,
2023-03-31 06:57:49 - 2023-03-31 07:11:19,,,,,0.225,,0.225
2023-03-31 22:05:11 - 2023-04-01 05:50:00,,,,,,,7.747
2023-03-31 22:57:45 - 2023-03-31 23:17:45,,,,,0.333,,
2023-03-31 22:57:45 - 2023-04-01 03:07:45,,,,,,,4.167
2023-03-31 23:17:45 - 2023-03-31 23:27:45,,,,,,0.167,
2023-03-31 23:27:45 - 2023-03-31 23:54:45,,,,,0.450,,
2023-03-31 23:53:42,0.960,,,,,,
2023-03-31 23:54:45 - 2023-04-01 00:15:15,,,,,,0.342,
2023-04-01 00:15:15 - 2023-04-01 00:25:45,,,,,0.175,,
2023-04-01 00:25:45 - 2023-04-01 00:33:45,,,,,,0.133,
2023-04-01 00:33:45 - 2023-04-01 00:53:15,,,,,0.325,,
2023-04-01 00:52:42,0.950,,,,,,
2023-04-01 00:53:15 - 2023-04-01 01:05:45,,,,,,0.208,
2023-04-01 01:05:45 - 2023-04-01 01:09:45,,,,,0.067,,
2023-04-01 01:09:45 - 2023-04-01 01:37:45,,0.467,,,,,
2023-04-01 01:22:43,0.960,,,,,,
2023-04-01 01:37:45 - 2023-04-01 02:15:45,,,,,0.633,,
2023-04-01 01:52:43,0.960,,,,,,
2023-04-01 02:15:45 - 2023-04-01 02:22:45,,,,,,0.117,
2023-04-01 02:22:44,0.960,,,,,,
2023-04-01 02:22:45 - 2023-04-01 02:39:15,,,,,0.275,,
2023-04-01 02:39:15 - 2023-04-01 02:45:15,,0.100,,,,,
2023-04-01 02:45:15 - 2023-04-01 03:07:45,,,,,0.375,,
2023-04-01 03:01:20,0.930,,,,,,
2023-04-01 03:07:45 - 2023-04-01 03:12:15,,,,0.075,,,
2023-04-01 03:12:15 - 2023-04-01 03:22:45,,,,,0.175,,0.175
2023-04-01 03:22:45 - 2023-04-01 03:25:15,,,,0.042,,,
2023-04-01 03:25:15 - 2023-04-01 04:29:45,,,,,1.075,,
2023-04-01 03:25:15 - 2023-04-01 06:22:15,,,,,,,2.950
2023-04-01 03:31:21,0.960,,,,,,
2023-04-01 04:01:22,0.900,,,,,,
2023-04-01 04:29:45 - 2023-04-01 04:40:15,,,,,,0.175,
2023-04-01 04:40:15 - 2023-04-01 04:48:45,,,,,0.142,,
2023-04-01 04:48:45 - 2023-04-01 05:13:15,,0.408,,,,,
2023-04-01 05:01:23,0.960,,,,,,
2023-04-01 05:13:15 - 2023-04-01 06:22:15,,,,,1.150,,
2023-04-01 05:31:24,0.970,,,,,,
2023-04-01 06:01:25,0.940,,,,,,
2023-04-01 06:22:15 - 2023-04-01 06:24:15,,,,0.033,,,
2023-04-01 06:24:15 - 2023-04-01 06:31:15,,,,,0.117,,
2023-04-01 06:24:15 - 2023-04-01 07:48:15,,,,,,,1.400
2023-04-01 06:31:15 - 2023-04-01 06:41:45,,0.175,,,,,
2023-04-01 06:31:26,0.950,,,,,,
2023-04-01 06:41:45 - 2023-04-01 07:22:15,,,,,0.675,,
2023-04-01 07:01:27,0.970,,,,,,
2023-04-01 07:22:15 - 2023-04-01 07:48:15,,0.433,,,,,
2023-04-01 07:31:28,0.950,,,,,,
2023-04-01 07:48:15 - 2023-04-01 07:48:45,,,,0.008,,,
2023-04-01 07:48:45 - 2023-04-01 08:01:15,,,,,0.208,,0.208
2023-04-01 23:24:55 - 2023-04-01 23:27:32,,,,,,,0.044
2023-04-01 23:37:28 - 2023-04-01 23:38:41,,,,,,,0.020
2023-04-01 23:45:31 - 2023-04-02 05:50:00,,,,,,,6.075
2023-04-01 23:55:07,0.960,,,,,,
2023-04-02 00:30:53,0.940,,,,,,
2023-04-02 00:35:44 - 2023-04-02 00:48:44,,,,,0.217,,
2023-04-02 00:35:44 - 2023-04-02 01:30:14,,,,,,,0.908
2023-04-02 00:48:44 - 2023-04-02 00:53:44,,,,,,0.083,
2023-04-02 00:53:44 - 2023-04-02 01:04:44,,,,,0.183,,
2023-04-02 01:04:44 - 2023-04-02 01:11:14,,0.108,,,,,
2023-04-02 01:11:14 - 2023-04-02 01:30:14,,,,,0.317,,
2023-04-02 01:13:21,0.970,,,,,,
2023-04-02 01:30:14 - 2023-04-02 01:31:14,,,,0.017,,,
2023-04-02 01:31:14 - 2023-04-02 01:46:14,,,,,0.250,,
2023-04-02 01:31:14 - 2023-04-02 02:51:14,,,,,,,1.333
2023-04-02 01:43:22,0.950,,,,,,
2023-04-02 01:46:14 - 2023-04-02 01:48:44,,,,,,0.042,
2023-04-02 01:48:44 - 2023-04-02 02:08:44,,,,,0.333,,
2023-04-02 02:08:44 - 2023-04-02 02:26:14,,,,,,0.292,
2023-04-02 02:26:14 - 2023-04-02 02:47:14,,,,,0.350,,
2023-04-02 02:43:23,0.920,,,,,,
2023-04-02 02:47:14 - 2023-04-02 02:51:14,,0.067,,,,,
2023-04-02 02:51:14 - 2023-04-02 02:53:14,,,,0.033,,,
2023-04-02 02:53:14 - 2023-04-02 02:56:44,,,,,0.058,,
2023-04-02 02:53:14 - 2023-04-02 03:20:14,,,,,,,0.450
2023-04-02 02:56:44 - 2023-04-02 02:58:14,,0.025,,,,,
2023-04-02 02:58:14 - 2023-04-02 02:58:44,,,,,0.008,,
2023-04-02 02:58:44 - 2023-04-02 03:00:44,,0.033,,,,,
2023-04-02 03:00:44 - 2023-04-02 03:20:14,,,,,0.325,,
2023-04-02 03:20:14 - 2023-04-02 03:24:44,,,,0.075,,,
2023-04-02 03:23:16,0.900,,,,,,
2023-04-02 03:24:44 - 2023-04-02 03:32:44,,,,,0.133,,0.133
2023-04-02 03:32:44 - 2023-04-02 03:33:14,,,,0.008,,,
2023-04-02 03:33:14 - 2023-04-02 03:58:44,,,,,0.425,,
2023-04-02 03:33:14 - 2023-04-02 05:06:44,,,,,,,1.558
2023-04-02 03:58:44 - 2023-04-02 04:08:44,,,,,,0.167,
2023-04-02 04:08:44 - 2023-04-02 04:17:14,,,,,0.142,,
2023-04-02 04:12:24,0.920,,,,,,
2023-04-02 04:17:14 - 2023-04-02 04:55:44,,0.642,,,,,
2023-04-02 04:50:45,0.950,,,,,,
2023-04-02 04:55:44 - 2023-04-02 05:06:44,,,,,0.183,,
2023-04-02 05:06:44 - 2023-04-02 05:07:44,,,,0.017,,,
2023-04-02 05:07:44 - 2023-04-02 05:36:44,,,,,0.483,,
2023-04-02 05:07:44 - 2023-04-02 05:42:14,,,,,,,0.575
2023-04-02 05:36:44 - 2023-04-02 05:42:14,,0.092,,,,,
2023-04-02 05:42:14 - 2023-04-02 05:43:14,,,,0.017,,,
2023-04-02 05:43:14 - 2023-04-02 05:48:14,,,,,0.083,,
2023-04-02 05:43:14 - 2023-04-02 05:53:14,,,,,,,0.167
2023-04-02 05:48:14 - 2023-04-02 05:50:14,,0.033,,,,,
2023-04-02 05:50:14 - 2023-04-02 05:53:14,,,,,0.050,,
2023-04-02 05:53:14 - 2023-04-02 05:53:44,,,,0.008,,,
2023-04-02 05:53:44 - 2023-04-02 06:47:44,,,,,0.900,,0.900
2023-04-02 05:56:39,0.910,,,,,,
2023-04-02 22:00:00 - 2023-04-03 05:50:00,,,,,,,7.833
2023-04-02 23:05:57 - 2023-04-02 23:28:57,,,,,0.383,,
2023-04-02 23:05:57 - 2023-04-03 01:37:27,,,,,,,2.525
2023-04-02 23:10:56,0.910,,,,,,
2023-04-02 23:28:57 - 2023-04-02 23:31:27,,,,,,0.042,
2023-04-02 23:31:27 - 2023-04-02 23:38:27,,,,,0.117,,
2023-04-02 23:38:27 - 2023-04-02 23:50:27,,,,,,0.200,
2023-04-02 23:50:27 - 2023-04-03 00:02:57,,,,,0.208,,
2023-04-03 00:02:57 - 2023-04-03 00:29:27,,,,,,0.442,
2023-04-03 00:03:09,0.960,,,,,,
2023-04-03 00:29:27 - 2023-04-03 00:34:27,,,,,0.083,,
2023-04-03 00:34:27 - 2023-04-03 00:52:27,,0.300,,,,,
2023-04-03 00:52:27 - 2023-04-03 01:17:57,,,,,0.425,,
2023-04-03 01:03:09,0.930,,,,,,
2023-04-03 01:17:57 - 2023-04-03 01:19:57,,,,,,0.033,
2023-04-03 01:19:57 - 2023-04-03 01:37:27,,,,,0.292,,
2023-04-03 01:37:27 - 2023-04-03 01:37:57,,,,0.008,,,
2023-04-03 01:37:57 - 2023-04-03 01:48:27,,,,,0.175,,
2023-04-03 01:37:57 - 2023-04-03 01:49:27,,,,,,,0.192
2023-04-03 01:48:05,0.940,,,,,,
2023-04-03 01:48:27 - 2023-04-03 01:48:57,,0.008,,,,,
2023-04-03 01:48:57 - 2023-04-03 01:49:27,,,,,0.008,,
2023-04-03 01:49:27 - 2023-04-03 01:49:57,,,,0.008,,,
2023-04-03 01:49:57 - 2023-04-03 01:52:27,,,,,0.042,,
2023-04-03 01:49:57 - 2023-04-03 02:53:27,,,,,,,1.058
2023-04-03 01:52:27 - 2023-04-03 01:53:27,,0.017,,,,,
2023-04-03 01:53:27 - 2023-04-03 01:57:27,,,,,0.067,,
2023-04-03 01:57:27 - 2023-04-03 02:01:57,,0.075,,,,,
2023-04-03 02:01:57 - 2023-04-03 02:53:27,,,,,0.858,,
2023-04-03 02:18:34,0.940,,,,,,
2023-04-03 02:48:35,0.940,,,,,,
2023-04-03 02:53:27 - 2023-04-03 02:53:57,,,,0.008,,,
2023-04-03 02:53:57 - 2023-04-03 03:07:27,,,,,0.225,,
2023-04-03 02:53:57 - 2023-04-03 05:27:57,,,,,,,2.567
2023-04-03 03:07:27 - 2023-04-03 03:08:27,,0.017,,,,,
2023-04-03 03:08:27 - 2023-04-03 03:10:27,,,,,0.033,,
2023-04-03 03:10:27 - 2023-04-03 03:32:27,,0.367,,,,,
2023-04-03 03:18:36,0.970,,,,,,
2023-04-03 03:32:27 - 2023-04-03 04:50:57,,,,,1.308,,
2023-04-03 03:48:36,0.950,,,,,,
2023-04-03 04:18:37,0.940,,,,,,
2023-04-03 04:48:38,0.900,,,,,,
2023-04-03 04:50:57 - 2023-04-03 05:22:27,,0.525,,,,,
2023-04-03 05:19:06,0.960,,,,,,
2023-04-03 05:22:27 - 2023-04-03 05:27:57,,,,,0.092,,
2023-04-03 05:53:45,0.960,,,,,,
2023-04-03 06:24:41,0.940,,,,,,
2023-04-03 06:56:14,0.960,,,,,,
2023-04-03 22:28:14 - 2023-04-04 05:50:00,,,,,,,7.363
2023-04-03 23:06:38,0.870,,,,,,
2023-04-03 23:09:32 - 2023-04-03 23:26:02,,,,,0.275,,
2023-04-03 23:09:32 - 2023-04-03 23:43:02,,,,,,,0.558
2023-04-03 23:26:02 - 2023-04-03 23:42:32,,,,,,0.275,
2023-04-03 23:36:39,0.940,,,,,,
2023-04-03 23:42:32 - 2023-04-03 23:43:02,,,,,0.008,,
2023-04-03 23:43:02 - 2023-04-03 23:43:32,,,,0.008,,,
2023-04-03 23:43:32 - 2023-04-03 23:58:02,,,,,0.242,,
2023-04-03 23:43:32 - 2023-04-04 00:24:32,,,,,,,0.683
2023-04-03 23:58:02 - 2023-04-04 00:24:32,,,,,,0.442,
2023-04-04 00:24:32 - 2023-04-04 00:26:32,,,,0.033,,,
2023-04-04 00:26:32 - 2023-04-04 00:31:02,,,,,0.075,,0.075
2023-04-04 00:26:42,0.940,,,,,,
2023-04-04 00:31:02 - 2023-04-04 00:31:32,,,,0.008,,,
2023-04-04 00:31:32 - 2023-04-04 01:12:02,,,,,0.675,,
2023-04-04 00:31:32 - 2023-04-04 01:40:32,,,,,,,1.150
2023-04-04 01:12:02 - 2023-04-04 01:22:02,,,,,,0.167,
2023-04-04 01:22:02 - 2023-04-04 01:24:02,,,,,0.033,,
2023-04-04 01:24:02 - 2023-04-04 01:26:02,,,,,,0.033,
2023-04-04 01:26:02 - 2023-04-04 01:32:32,,,,,0.108,,
2023-04-04 01:32:32 - 2023-04-04 01:40:32,,0.133,,,,,
2023-04-04 01:35:20,0.960,,,,,,
2023-04-04 01:40:32 - 2023-04-04 01:43:32,,,,0.050,,,
2023-04-04 01:43:32 - 2023-04-04 01:45:02,,,,,0.025,,0.025
2023-04-04 01:45:02 - 2023-04-04 01:51:32,,,,0.108,,,
2023-04-04 01:51:32 - 2023-04-04 01:53:32,,,,,0.033,,0.033
2023-04-04 01:53:32 - 2023-04-04 01:58:32,,,,0.083,,,
2023-04-04 01:58:32 - 2023-04-04 02:01:32,,,,,0.050,,0.050
2023-04-04 02:01:32 - 2023-04-04 02:02:02,,,,0.008,,,
2023-04-04 02:02:02 - 2023-04-04 02:06:02,,,,,0.067,,0.067
2023-04-04 02:05:21,0.900,,,,,,
2023-04-04 02:06:02 - 2023-04-04 02:08:02,,,,0.033,,,
2023-04-04 02:08:02 - 2023-04-04 02:26:02,,,,,0.300,,0.300
2023-04-04 02:26:02 - 2023-04-04 02:28:32,,,,0.042,,,
